0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Medium,High,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Very Low,Low,High,Low,Very High,Low,Very High,High,High,High,1.0
Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Low,High,Low,Very High,Low,Medium,Medium,High,Medium,1.0
Medium,Low,Medium,Low,Low,High,Low,Low,Low,High,Low,Low,Low,Very Low,Very Low,Very High,High,Very High,Very High,Very High,Very High,Very High,High,1.0
High,High,Medium,Low,High,High,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Low,High,Low,High,Low,Medium,Very High,2.0
Low,Low,Medium,Low,Low,Low,High,Low,Low,Low,Low,Low,High,Low,Low,High,Very Low,High,Very Low,Medium,Medium,Medium,High,1.0
Medium,Low,Medium,Low,High,High,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Very High,High,Medium,Very High,Very High,Very High,Very High,2.0
High,Low,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Very High,Very High,Medium,Medium,Medium,Medium,High,1.0
High,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Low,High,Medium,High,Medium,Low,Low,Medium,Medium,1.0
High,High,Medium,Low,Low,High,Low,High,Low,Low,Low,Low,High,Low,Medium,Medium,Low,High,Low,Low,Low,Low,High,1.0
High,High,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Very High,Very High,High,Low,Medium,Medium,Low,1.0
High,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,High,Medium,Medium,Very High,1.0
Medium,High,Medium,Low,Low,High,Low,High,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Very High,Very High,High,Low,Medium,Medium,Low,1.0
Low,Low,Medium,Low,Low,Low,Low,Low,High,High,Low,Low,Low,Low,Low,High,Low,Very High,Very Low,Low,Low,Low,Low,1.0
Low,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Low,High,Low,High,Low,Low,Low,Low,High,1.0
High,Low,High,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Low,High,Low,Very High,Very Low,High,Medium,Medium,Very High,2.0
High,Low,High,Low,High,High,High,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,High,Very High,Very High,Very High,Very High,Very High,High,1.0
Medium,High,Low,High,High,High,Low,Low,High,Low,Low,Low,High,Low,Low,High,Medium,Very High,Low,Low,Low,Low,Low,2.0
Medium,Low,Very High,High,High,Low,Low,Low,High,Low,Low,Low,High,Low,Medium,Medium,Very Low,Very High,Very Low,Low,Low,Low,Very High,2.0
Medium,Low,Medium,High,Low,High,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Low,High,Low,Medium,Medium,Medium,Medium,2.0
Medium,Low,Low,High,High,High,Low,Low,Low,Low,Low,Low,High,High,High,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,Very Low,Very Low,1.0
Medium,Low,Medium,Low,Low,High,Low,Low,High,Low,Low,Low,Low,Very Low,Very Low,Very High,Medium,Very High,Medium,Low,Medium,Medium,Medium,2.0
Medium,High,Medium,Low,Low,Low,Low,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,Very High,Very High,High,Low,Medium,Medium,Low,1.0
High,Low,Medium,Low,Low,High,Low,Low,Low,High,Low,Low,Low,Very Low,Very Low,Very High,High,Very High,High,Medium,Medium,Medium,High,1.0
High,Low,Very High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Very Low,Very Low,Very High,Medium,Very High,Low,High,High,High,Medium,2.0
Medium,Low,Medium,High,High,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,High,Very Low,Very High,Very Low,Low,Low,Low,Very High,2.0
High,Low,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Very High,Very High,Medium,Very High,Very High,Very High,High,1.0
Medium,High,Medium,Low,Low,Low,High,Low,Low,Low,Low,High,Low,Very Low,Low,High,Medium,Very High,Medium,Low,Medium,Medium,Medium,1.0
Low,Low,Medium,High,Low,Low,Low,Low,High,Low,Low,Low,High,High,High,Low,High,Low,High,Very Low,Very Low,Very Low,Very Low,2.0
Low,Low,Low,High,High,High,High,Low,Low,Low,Low,Low,High,Medium,High,Low,High,Low,High,Very Low,Very Low,Very Low,Very Low,1.0
Medium,Low,Low,Low,High,Low,High,Low,Low,Low,Low,Low,High,Very Low,Low,High,Medium,High,Medium,High,High,High,Medium,1.0
Low,Low,Very High,High,High,Low,Low,Low,Low,Low,Low,Low,High,Very High,Very High,Low,Very High,Low,Medium,Very Low,Very Low,Very Low,Very Low,2.0
Low,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,High,Low,High,Very Low,Medium,Medium,Medium,Medium,1.0
Medium,Low,Medium,Low,Low,Low,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Low,Very High,Low,Low,Low,Low,Medium,1.0
High,Low,High,High,High,High,Low,Low,Low,Low,Low,Low,High,Low,Low,High,Low,Very High,Very Low,Low,Low,Low,Low,1.0
High,Low,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Very High,High,High,Very High,Very High,Very High,High,1.0
Medium,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Very Low,Very Low,Very High,Medium,Very High,Low,Low,Medium,Medium,High,1.0
Medium,Low,Medium,Low,Low,High,Low,Low,Low,High,Low,Low,Low,Very Low,Very Low,Very High,High,High,High,Very High,Very High,Very High,Low,1.0
High,High,Medium,Low,High,High,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Medium,Very High,Low,High,High,High,Medium,2.0
High,High,Medium,Low,High,High,High,Low,High,Low,Low,Low,High,Very Low,Low,High,Low,Very High,Low,Low,Low,Low,High,1.0
Medium,High,Medium,Low,High,High,Low,Low,Low,Low,Low,Low,High,Low,Medium,Medium,Very Low,High,Very Low,Medium,Low,Low,Very High,1.0
Low,Low,Medium,Low,Low,Low,Low,Low,High,Low,Low,Low,High,Low,Low,High,Low,High,Low,Low,Low,Medium,Low,2.0
Medium,High,Medium,Low,Low,Low,Low,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,Low,Medium,Medium,High,2.0
Medium,Low,Medium,Low,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Low,High,Very Low,Low,Low,Low,Very High,2.0
Medium,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,High,Low,High,Low,Medium,Low,Medium,Very High,2.0
Medium,High,Medium,Low,Low,High,Low,Low,Low,Low,Low,High,Low,Very Low,Very Low,Very High,Low,Very High,Low,Low,Low,Medium,Medium,1.0
Medium,High,Medium,Low,High,High,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Medium,High,Low,High,High,High,High,2.0
High,High,Medium,Low,Low,High,Low,Low,High,Low,Low,Low,High,Very Low,Low,Very High,Medium,Very High,Low,Medium,High,High,Medium,1.0
Medium,High,Medium,Low,Low,High,Low,Low,Low,Low,Low,High,Low,Very Low,Very Low,Very High,Medium,Very High,Low,Very High,High,Very High,Very High,1.0
Medium,High,Medium,Low,Low,High,High,Low,Low,Low,Low,Low,High,Low,Low,High,Very Low,Very High,Very Low,Medium,Medium,Medium,High,1.0
Medium,Low,Low,Low,High,High,Low,Low,Low,Low,Low,Low,High,Low,Medium,Medium,Low,High,Low,Medium,Low,Low,Very High,2.0
High,High,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,High,High,High,Very High,High,High,Very High,1.0
Low,High,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Very Low,Low,High,Low,Very High,Low,High,High,High,High,1.0
High,Low,Medium,Low,High,High,High,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,Low,Very High,Low,High,High,High,High,1.0
Medium,High,Medium,Low,High,High,Low,Low,Low,Low,Low,Low,High,Very Low,Low,High,Low,Very High,Low,Very High,High,High,Very High,1.0
Low,Low,Medium,Low,Low,High,Low,Low,Low,High,Low,Low,Low,Very Low,Very Low,Very High,Medium,Very High,Medium,Very High,Very High,Very High,Very High,1.0
Medium,Low,Medium,High,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Medium,High,Low,High,Medium,High,Very High,2.0
Medium,Low,Low,Low,High,High,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Low,High,Low,High,Medium,High,Medium,2.0
Medium,High,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,High,Medium,Very High,Low,Medium,Medium,Medium,High,1.0
Medium,Low,Medium,Low,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Medium,Medium,Medium,Medium,Medium,2.0
High,Low,Medium,Low,Low,High,High,Low,Low,Low,Low,Low,High,Low,Medium,Medium,Very Low,High,Very Low,Low,Low,Low,Medium,1.0
Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Very High,Very High,Medium,Very High,Very High,Very High,High,1.0
High,Low,Very High,Low,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Very Low,Very High,Very Low,Low,Low,Low,Very High,2.0
Medium,High,Medium,Low,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Medium,Low,Low,Medium,Medium,2.0
Medium,High,Very High,Low,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,Medium,Medium,High,Medium,2.0
Medium,Low,Medium,Low,Low,Low,High,Low,Low,Low,Low,Low,High,Low,Low,High,Low,High,Very Low,Low,Low,Low,Medium,1.0
High,Low,Very High,High,High,Low,Low,Low,High,Low,Low,Low,Low,Very Low,Low,High,Low,Very High,Low,High,High,High,Medium,2.0
High,High,Low,Low,High,High,High,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Medium,Low,Low,Low,Low,1.0
Medium,Low,Medium,Low,High,High,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Very Low,Very High,Very Low,Low,Low,Low,Very High,2.0
Medium,High,Medium,Low,Low,Low,Low,High,High,Low,Low,Low,High,Very Low,Low,High,Low,High,Low,Medium,Low,Medium,Very High,2.0
High,Low,Medium,Low,High,High,Low,Low,Low,Low,Low,Low,High,Low,Medium,Medium,Low,High,Very Low,High,Low,Medium,Very High,1.0
Medium,Low,Medium,High,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Low,Very High,Low,Medium,Low,Medium,High,2.0
High,High,Medium,Low,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,High,Low,Medium,Medium,Medium,Medium,2.0
Medium,Low,Medium,Low,High,High,Low,Low,High,Low,Low,Low,High,Low,Medium,Medium,Low,High,Low,Low,Low,Low,Medium,2.0
Medium,High,Medium,Low,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Medium,High,Low,Very High,High,High,High,2.0
Medium,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Low,High,Medium,High,Low,High,High,High,High,1.0
High,High,Medium,Low,Low,Low,High,Low,High,Low,Low,Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,High,1.0
High,Low,Medium,Low,High,Low,High,Low,High,Low,Low,Low,High,Very Low,Low,High,Medium,High,Low,Very High,High,High,High,2.0
Medium,High,Medium,Low,Low,Low,Low,High,Low,High,Low,Low,Low,Very Low,Very Low,Very High,High,Very High,High,Low,Medium,Medium,Low,1.0
Medium,Low,Medium,Low,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Low,High,Low,High,High,High,Medium,2.0
Low,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Medium,Medium,Medium,Medium,High,Low,Low,Low,Low,Low,2.0
High,Low,Medium,Low,Low,Low,High,Low,Low,Low,Low,Low,High,Low,Low,High,Low,Very High,Low,Medium,Medium,High,High,1.0
High,High,Very High,High,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,High,Very High,High,Medium,High,High,Low,2.0
Low,Low,Medium,High,High,High,Low,Low,Low,Low,Low,Low,High,High,High,Low,Low,Medium,Low,Very Low,Very Low,Very Low,Very Low,2.0
Medium,High,Medium,Low,Low,High,Low,Low,Low,Low,High,Low,Low,Low,Low,High,Very Low,High,Very Low,Low,Low,Low,High,1.0
Medium,High,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,High,Medium,High,Low,Low,Low,Low,High,1.0
Medium,High,Medium,Low,Low,High,Low,Low,High,Low,Low,High,Low,Very Low,Very Low,Very High,Medium,Very High,Medium,Low,Medium,Medium,Medium,2.0
Medium,Low,Medium,Low,Low,High,Low,High,High,Low,Low,Low,High,Very Low,Very Low,Very High,Very High,Very High,Medium,Medium,Medium,Medium,Low,2.0
Medium,Low,Low,Low,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Medium,High,Medium,High,High,High,High,2.0
Low,Low,Medium,High,High,Low,Low,Low,Low,Low,Low,Low,High,Very High,Very High,Very Low,Very Low,Low,Very Low,Very Low,Very Low,Very Low,Very Low,2.0
Medium,High,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,High,Very High,Very High,Medium,High,High,Low,1.0
Low,High,Low,High,High,Low,Low,Low,Low,Low,Low,High,Low,Low,Medium,Medium,Very Low,High,Very Low,High,Medium,Medium,Very High,1.0
Low,High,Low,High,High,Low,Low,Low,Low,Low,Low,Low,High,Low,Medium,Medium,Low,High,Very Low,Medium,Medium,Medium,High,1.0
Medium,Low,Medium,High,High,High,Low,Low,High,Low,Low,Low,High,Low,Medium,Medium,Low,High,Very Low,High,Low,Low,Very High,2.0
High,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,Very High,High,Very High,Medium,1.0
High,Low,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,High,Very High,High,Low,Medium,Medium,Medium,1.0
Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Medium,Medium,Low,High,Low,High,High,High,Very High,1.0
High,High,Medium,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Very Low,Very Low,Very High,High,High,High,Very High,Very High,Very High,High,1.0
Medium,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,High,Medium,Medium,Medium,Medium,Low,1.0
High,High,Medium,Low,High,Low,High,Low,High,Low,Low,Low,High,Low,Low,High,Medium,High,Low,Low,Low,Medium,Low,1.0
Low,High,Medium,Low,High,High,Low,Low,Low,Low,Low,Low,High,Very Low,Low,High,Medium,High,Low,High,High,High,Medium,2.0
Low,High,Medium,Low,Low,Low,High,Low,High,Low,Low,Low,High,Low,Medium,Medium,Very Low,High,Very Low,Low,Very Low,Low,High,1.0
Medium,Low,Medium,Low,Low,High,Low,High,High,Low,Low,Low,High,Low,Low,High,Very Low,Very High,Very Low,Medium,Low,Low,Very High,2.0
Low,High,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Very Low,Low,High,Low,High,Low,Very High,High,High,Very High,1.0
Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Very Low,Very Low,Very High,Medium,Very High,Medium,Low,Medium,Medium,Low,1.0
High,High,Medium,Low,Low,Low,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Very High,Very High,Medium,Low,Low,Low,Low,1.0
High,High,Very High,High,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,High,High,High,High,2.0
Medium,Low,Low,Low,High,High,Low,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,High,Low,Very High,High,Very High,High,2.0
Medium,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,Low,Medium,Medium,Low,1.0
Medium,High,Medium,Low,Low,Low,High,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Medium,Low,Low,Medium,High,1.0
Medium,High,Medium,Low,Low,Low,Low,Low,Low,High,Low,Low,Low,Very Low,Very Low,Very High,Very High,Very High,Medium,High,High,Very High,Medium,1.0
Medium,High,Medium,Low,Low,Low,High,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Low,Very High,Very Low,Low,Low,Low,Medium,1.0
Medium,High,Medium,High,High,High,Low,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,Very High,High,Medium,Very High,Very High,Very High,Very High,2.0
Medium,High,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Medium,Very High,High,Very High,Very High,1.0
Medium,High,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,High,Very High,High,Medium,Very High,Very High,Very High,High,1.0
Medium,Low,Medium,Low,Low,Low,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Medium,Very High,Low,Low,Medium,Medium,Medium,2.0
High,High,Medium,Low,Low,Low,High,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,High,Medium,Very High,High,Very High,Medium,1.0
Medium,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,Medium,Medium,Low,Very High,Very Low,Low,Low,Low,High,1.0
High,Low,High,Low,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,Low,Very High,Low,Medium,Low,Medium,Very High,2.0
Low,High,Medium,Low,Low,High,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Medium,High,Low,High,High,High,High,1.0
High,High,Medium,Low,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,Very High,Very High,Medium,Low,Medium,Medium,Low,2.0
Medium,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,High,Very High,Very High,Medium,Medium,Medium,High,Medium,1.0
Medium,Low,Medium,Low,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Medium,Low,Medium,Medium,Low,2.0
Low,Low,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Medium,Medium,Low,High,Low,Medium,Medium,High,Medium,1.0
High,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Very High,Very High,High,High,High,Very High,Medium,1.0
Low,High,Very High,High,High,Low,High,Low,Low,Low,Low,Low,High,Low,Medium,Medium,Low,High,Low,Low,Low,Low,Medium,2.0
High,High,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Very High,Very High,Medium,Medium,Medium,Medium,Medium,1.0
High,High,Medium,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Low,High,Low,High,Very Low,Low,Low,Low,Very High,1.0
Medium,Low,High,Low,High,Low,Low,Low,High,Low,Low,Low,High,Low,Low,High,Very Low,High,Very Low,Low,Low,Low,High,2.0
High,Low,Medium,Low,High,Low,High,Low,Low,Low,Low,Low,High,Very Low,Low,High,Medium,High,Medium,Very High,Very High,Very High,High,1.0
Medium,High,Medium,Low,Low,Low,Low,High,High,Low,Low,Low,High,Very Low,Low,Very High,Medium,Very High,Low,Low,Medium,Medium,Medium,2.0
Medium,High,Medium,Low,Low,Low,Low,High,High,Low,Low,Low,High,Very Low,Very Low,Very High,Very High,Very High,Medium,Medium,Medium,Medium,Medium,2.0
Medium,High,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,Low,1.0
Medium,High,Medium,Low,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Medium,Medium,Medium,Medium,Medium,2.0
Medium,Low,Medium,Low,Low,High,Low,High,High,Low,Low,Low,High,Low,Low,High,Low,Very High,Low,Low,Low,Medium,Low,2.0
Medium,Low,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Low,High,Medium,High,Low,Low,Low,Low,High,1.0
Medium,High,Medium,High,High,High,Low,Low,Low,Low,Low,Low,High,High,Very High,Very Low,Very Low,Medium,Very Low,Very Low,Very Low,Very Low,Very Low,1.0
Low,Low,Very High,High,High,Low,Low,Low,Low,Low,Low,Low,High,Very High,Very High,Low,High,Medium,High,Very Low,Very Low,Very Low,Very Low,2.0
High,Low,Medium,Low,High,Low,High,Low,High,Low,Low,Low,High,Very Low,Low,High,Low,High,Low,Very High,High,High,High,2.0
Medium,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,High,Low,Very Low,Low,High,Medium,Very High,Medium,Medium,Medium,Medium,Low,1.0
Medium,Low,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Medium,Medium,Low,High,Low,Low,Low,Medium,Medium,1.0
Medium,High,Medium,Low,High,High,Low,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Medium,Low,Medium,Medium,Low,2.0
Medium,Low,Medium,Low,Low,Low,Low,Low,High,Low,Low,Low,High,Low,Low,High,Low,High,Low,Low,Low,Low,High,2.0
High,Low,Medium,Low,Low,Low,High,Low,Low,Low,Low,High,Low,Very Low,Very Low,Very High,Medium,Very High,Low,Very High,Very High,Very High,Very High,1.0
Medium,Low,Medium,Low,Low,High,Low,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,High,Very High,High,Low,Medium,Medium,Low,1.0
Medium,High,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,High,Medium,Medium,Medium,Medium,Low,1.0
Low,High,Medium,Low,Low,High,High,Low,Low,Low,Low,Low,High,Very Low,Low,High,Low,Very High,Low,High,High,High,Very High,1.0
Medium,High,Low,Low,High,High,High,Low,Low,High,Low,Low,Low,Very Low,Very Low,Very High,High,Very High,Very High,High,Very High,Very High,Low,1.0
High,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Low,High,Very High,High,Medium,High,High,Very High,Medium,1.0
Medium,Low,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Very Low,Low,High,Low,High,Low,Very High,High,High,Very High,1.0
High,Low,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Low,Medium,Medium,Very Low,High,Very Low,High,Low,Low,Very High,1.0
Medium,Low,Medium,High,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Medium,Very High,Low,Medium,Low,Medium,Medium,2.0
Medium,High,Medium,High,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Medium,High,Low,High,Medium,Medium,High,2.0
High,Low,Low,Low,High,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Very High,High,Medium,High,Medium,Medium,Very High,2.0
High,High,Medium,Low,Low,Low,High,Low,Low,Low,Low,Low,High,Very Low,Low,High,Low,Very High,Very Low,Low,Low,Low,Very High,1.0
Medium,High,Very High,Low,High,Low,Low,Low,High,Low,Low,Low,High,Very Low,Low,High,Very High,High,Medium,Medium,Medium,Medium,High,2.0
Medium,High,Medium,Low,Low,Low,Low,Low,High,Low,Low,Low,High,Low,Low,High,Very High,Very High,Medium,Medium,Medium,Medium,Medium,2.0
High,High,Medium,Low,Low,Low,Low,Low,Low,Low,Low,Low,High,Very Low,Very Low,Very High,Very High,Very High,High,Very High,Very High,Very High,High,1.0
Low,High,Medium,Low,Low,High,Low,Low,Low,Low,Low,Low,High,Very Low,Low,High,Low,Very High,Low,Medium,Medium,High,High,1.0
Medium,Low,Medium,High,High,Low,Low,Low,High,Low,Low,Low,High,Low,Medium,Medium,Low,High,Very Low,High,Low,Medium,Very High,2.0
High,High,Very High,High,High,High,High,Low,High,Low,Low,Low,High,Very Low,Very Low,Very High,Medium,Very High,Low,High,High,High,Medium,1.0
Low,Low,Medium,High,High,High,Low,Low,Low,Low,Low,Low,High,Very Low,Low,High,Medium,High,Low,High,High,High,Medium,2.0
Medium,High,Low,Low,High,Low,High,Low,Low,Low,Low,Low,High,Very Low,Low,High,Very High,High,Medium,Low,Low,Medium,Low,1.0
