,'Contrast Feature','Dissimilarity Feature','Homogeneity Feature','Energy Feature','Correlation Feature','ASM Feature','Mean Feature','Variance Feature','Standard Deviation Feature','RMS Feature',diagnostic
1018,0.046898,0.130641,0.826955,0.483794,0.864969,0.309769,0.011786,0.000193,0.012913,0.259046,3
1745,0.082126,0.201157,0.740733,0.179325,0.959137,0.076643,0.013221,0.000108,0.009431,0.192075,4
1131,0.048388,0.123092,0.840056,0.471342,0.85706,0.297653,0.018956,0.000651,0.024548,0.28349,3
1086,0.036178,0.102076,0.864445,0.219756,0.983468,0.100087,0.095081,0.006346,0.078735,0.504105,4
870,0.044247,0.124367,0.834967,0.461592,0.835334,0.288348,0.012851,0.000242,0.014593,0.29253,1
298,0.286658,0.460989,0.472258,0.201448,0.733507,0.089372,0.021111,0.000321,0.016959,0.259985,1
382,0.036153,0.090536,0.882707,0.323369,0.978416,0.170705,0.287426,0.087873,0.295723,0.653686,2
907,0.058344,0.160109,0.788566,0.297814,0.921835,0.152014,0.018133,0.000221,0.013889,0.281967,3
1310,0.067609,0.166778,0.784546,0.288812,0.980898,0.145487,0.196549,0.036071,0.189106,0.674985,3
373,0.03262,0.092722,0.876686,0.463324,0.902948,0.289968,0.18181,0.050405,0.223727,0.492853,5
917,0.035323,0.100247,0.86672,0.26807,0.98732,0.131123,0.050265,0.002017,0.043951,0.448976,1
629,0.058226,0.151633,0.80188,0.23172,0.961941,0.107473,0.219677,0.035135,0.186621,0.722983,3
135,0.034264,0.096899,0.871261,0.380164,0.925326,0.215813,0.03461,0.001012,0.03084,0.464499,3
1789,0.12714,0.299821,0.617348,0.32566,0.732562,0.172644,0.022477,0.000549,0.022467,0.299311,2
1729,0.047883,0.1196,0.845027,0.258545,0.959967,0.124789,0.114527,0.009698,0.097569,0.489238,1
1783,0.077531,0.164237,0.794526,0.243234,0.938058,0.114775,0.023112,0.000463,0.020546,0.41476,1
1177,0.053615,0.151088,0.799408,0.617484,0.487019,0.453034,0.025654,0.000571,0.022926,0.285686,4
597,0.03467,0.092431,0.878646,0.441131,0.915851,0.269164,0.142458,0.029063,0.169642,0.470029,1
558,0.071649,0.195875,0.741541,0.294064,0.891093,0.149463,0.010595,0.000124,0.010198,0.205232,2
313,0.069493,0.138054,0.831127,0.284173,0.935344,0.14222,0.08107,0.006165,0.077592,0.47102,1
2265,0.181516,0.333128,0.600311,0.363095,0.607952,0.202152,0.007865,0.00011,0.009512,0.190344,1
426,0.030851,0.087164,0.884216,0.31482,0.963042,0.164291,0.061526,0.003187,0.055501,0.465037,1
2132,0.031698,0.089611,0.880947,0.414665,0.912353,0.245392,0.407574,0.215567,0.46375,0.624588,1
1376,0.059914,0.155954,0.796263,0.512527,0.760834,0.338479,0.016172,0.000369,0.018231,0.258388,3
1809,0.245656,0.438585,0.478989,0.09868,0.893871,0.036574,0.014756,8.1e-05,0.008025,0.166396,4
1801,0.062129,0.168715,0.777678,0.210374,0.956307,0.094555,0.157689,0.012873,0.112564,0.652002,3
1553,0.044284,0.114923,0.850024,0.300528,0.951323,0.153865,0.019739,0.000391,0.018802,0.378696,2
783,0.110279,0.234277,0.708053,0.36643,0.768599,0.204601,0.021347,0.000579,0.023088,0.278096,3
881,0.047081,0.133037,0.823277,0.387517,0.876389,0.222005,0.016544,0.000301,0.016375,0.329409,3
1898,0.08536,0.194604,0.753592,0.224373,0.952638,0.102932,0.084436,0.005138,0.070743,0.502558,1
338,0.014929,0.043057,0.942574,0.497855,0.956462,0.323483,0.28347,0.090564,0.300231,0.63836,6
63,0.048582,0.128956,0.83084,0.508534,0.819708,0.334228,0.041317,0.002785,0.051823,0.30951,3
546,0.062779,0.162595,0.787729,0.419417,0.812742,0.249674,0.011224,0.000167,0.011963,0.240122,1
1938,0.019511,0.050894,0.933303,0.499745,0.949108,0.325401,0.061115,0.007367,0.084907,0.345949,4
1486,0.158007,0.321748,0.604339,0.197217,0.866344,0.086854,0.074225,0.003106,0.054785,0.489412,3
356,0.037906,0.105878,0.859679,0.33107,0.962947,0.176652,0.021919,0.000413,0.019344,0.329354,1
2093,0.018122,0.051537,0.931453,0.477925,0.992117,0.303865,0.029935,0.001208,0.03379,0.29458,5
1753,0.258649,0.425056,0.508264,0.200243,0.703828,0.088591,0.025158,0.000443,0.020082,0.3532,2
834,0.055172,0.150959,0.800774,0.360817,0.89325,0.199995,0.006361,2.7e-05,0.004275,0.087279,4
2094,0.02234,0.063392,0.915721,0.287556,0.99122,0.144566,0.136012,0.015384,0.123148,0.516952,1
12,0.067854,0.164357,0.788802,0.587788,0.653992,0.418932,0.058115,0.005836,0.075461,0.424417,5
1116,0.555055,0.726908,0.232372,0.230714,0.0,0.107052,0.008369,7.1e-05,0.007478,0.150814,5
1666,0.032829,0.093204,0.876076,0.238455,0.982089,0.111675,0.02771,0.000376,0.018413,0.3766,1
2290,0.022052,0.05957,0.921549,0.606436,0.861415,0.440047,0.11286,0.028921,0.169223,0.367392,3
1493,0.066287,0.166656,0.784003,0.263029,0.928343,0.127828,0.057251,0.002542,0.049469,0.40633,3
1887,0.064352,0.166376,0.782954,0.249024,0.965581,0.118526,0.067177,0.003675,0.059675,0.468613,3
214,0.066111,0.155541,0.801143,0.399674,0.905671,0.232349,0.032132,0.001399,0.036439,0.338896,4
53,0.064236,0.176638,0.766645,0.474024,0.803013,0.300409,0.078353,0.00767,0.08666,0.498051,6
681,0.034261,0.095737,0.873107,0.771582,0.773922,0.648814,0.01291,0.000393,0.01885,0.252947,5
1827,0.082623,0.198823,0.744897,0.28811,0.938179,0.145107,0.046433,0.00166,0.039787,0.345843,6
456,0.037775,0.106961,0.857858,0.575755,0.775853,0.405487,0.030034,0.00159,0.038918,0.287663,1
927,0.047947,0.135231,0.82043,0.45628,0.80269,0.283377,0.010965,0.000134,0.010615,0.213603,2
294,0.029285,0.083358,0.889109,0.345947,0.961383,0.188072,0.034045,0.000867,0.02848,0.441492,2
1000,0.111827,0.247395,0.689264,0.306875,0.893965,0.158608,0.251722,0.063403,0.251043,0.703489,1
700,0.064708,0.170884,0.776154,0.365537,0.863454,0.203909,0.00996,0.000165,0.011875,0.237752,1
683,0.031557,0.08827,0.882983,0.480827,0.935126,0.306759,0.014088,0.000262,0.015223,0.305532,1
161,0.037889,0.106611,0.858501,0.384501,0.911669,0.219506,0.194132,0.034541,0.18503,0.604024,3
2200,0.076741,0.198138,0.741656,0.370481,0.783184,0.207981,0.024053,0.000491,0.021199,0.386387,1
277,0.018985,0.054454,0.927452,0.571548,0.887533,0.400787,0.183453,0.053684,0.230922,0.545693,1
449,0.018544,0.051915,0.931165,0.468163,0.931508,0.294505,0.098091,0.015113,0.122047,0.433213,1
1574,0.072613,0.19442,0.744577,0.218826,0.93954,0.099738,0.009095,6.8e-05,0.00733,0.148416,3
308,0.030161,0.085457,0.886421,0.273459,0.982979,0.134804,0.282933,0.062012,0.248263,0.722538,1
771,0.039662,0.112355,0.850677,0.433873,0.891449,0.262567,0.223667,0.046666,0.215231,0.639372,1
2066,0.131897,0.326044,0.579113,0.20075,0.865559,0.08891,0.00375,1.3e-05,0.002754,0.055912,3
2102,0.058672,0.161183,0.787104,0.437918,0.780399,0.266387,0.023042,0.000654,0.024606,0.333155,3
612,0.02749,0.077583,0.896966,0.377317,0.960675,0.21349,0.004895,3.7e-05,0.005141,0.103116,3
987,0.044971,0.12673,0.831743,0.507741,0.767396,0.333533,0.096071,0.012605,0.111377,0.491402,3
2246,0.345587,0.552436,0.370853,0.147678,0.667295,0.059963,0.016291,0.000149,0.011256,0.229657,1
1957,0.08277,0.194333,0.752099,0.402042,0.818709,0.234488,0.044509,0.002326,0.047275,0.365823,3
238,0.063349,0.15778,0.795825,0.230928,0.959891,0.106996,0.028481,0.000648,0.024496,0.348823,1
976,0.110098,0.255616,0.674202,0.269773,0.834504,0.132611,0.043515,0.001734,0.040684,0.388357,2
1868,0.035332,0.096987,0.871912,0.341118,0.945012,0.184307,0.040992,0.001817,0.041665,0.342921,1
28,0.258649,0.425056,0.508264,0.200243,0.703828,0.088591,0.025158,0.000443,0.020082,0.3532,1
1408,0.03255,0.091748,0.878182,0.427625,0.930368,0.256949,0.172576,0.040731,0.201013,0.573505,3
727,0.092173,0.238949,0.688209,0.3087,0.800219,0.16009,0.004371,3.5e-05,0.005013,0.10032,1
1673,0.043722,0.123339,0.836214,0.367238,0.905067,0.205168,0.063907,0.004166,0.0636,0.381024,3
1894,0.064797,0.167894,0.78087,0.421015,0.811083,0.25112,0.006544,8.8e-05,0.008405,0.167967,1
1269,0.022804,0.065016,0.913481,0.428531,0.960863,0.257694,0.321795,0.108939,0.329382,0.663831,1
1019,0.15193,0.32568,0.5935,0.223214,0.869535,0.102346,0.017639,0.000227,0.01411,0.285911,3
1766,0.063398,0.170868,0.775206,0.443312,0.792131,0.271334,0.032222,0.001618,0.039258,0.30612,1
1481,0.092186,0.232523,0.698353,0.282806,0.871082,0.141698,0.004545,2.6e-05,0.0042,0.084532,6
142,0.030112,0.085509,0.886301,0.332069,0.959017,0.177337,0.407836,0.125131,0.353085,0.74963,2
1396,0.024009,0.068431,0.908943,0.469183,0.945429,0.29549,0.0327,0.001038,0.031246,0.396863,1
140,0.034921,0.098673,0.868925,0.27055,0.977943,0.132795,0.040766,0.001048,0.031406,0.506532,1
630,0.473874,0.702709,0.223847,0.147876,0.453005,0.060051,0.005934,2.3e-05,0.003874,0.079227,3
663,0.077914,0.206256,0.729665,0.397196,0.78035,0.230435,0.021422,0.000647,0.024476,0.302314,3
371,0.026048,0.066768,0.912852,0.388782,0.98379,0.222991,0.143254,0.021914,0.147172,0.502002,5
1134,0.066079,0.163072,0.789454,0.315471,0.90852,0.164892,0.061617,0.003633,0.059332,0.40735,1
1593,0.135662,0.311442,0.604915,0.228285,0.832748,0.105541,0.070158,0.003237,0.055945,0.509464,2
1290,0.381963,0.577425,0.35105,0.036682,0.893691,0.011971,0.01372,4.9e-05,0.006081,0.128654,3
